Roll_No,Name,Result,Attendance,Assignment_Score,Project_Marks
3079,Shichan Yadav,82.0,62.03,2,23
3080,Lalit Verma,80.0,62.67,1,2
3081,Lalit Singh,70.0,87.58,3,28
3082,Kunal Gupta,,50.59,4,23
3083,Simran Gupta,81.0,93.97,11,23
3084,Harsh Gupta,73.0,91.49,14,8
3085,Sartak Verma,80.0,60.49,16,19
3086,Raj Verma,81.0,96.87,14,23
3087,Rohit Patel,90.0,57.35,5,17
3088,Harsh Verma,80.0,83.54,0,15
3089,Prince Singh,,95.33,10,28
3090,Harsh Gupta,77.0,78.83,20,1
3091,Raj Yadav,64.0,60.11,17,23
3092,Kavita Singh,76.0,97.85,12,14
3093,Shichan Verma,41.0,59.25,8,8
3094,Ritika Singh,,73.88,0,4
3095,Nobita Sharma,75.0,84.29,1,23
3096,Karan Patel,42.0,78.18,3,25
3097,Sneha Sharma,80.0,96.69,5,12
3098,Rahul Patel,71.0,83.74,6,29
3099,Meena Singh,61.0,61.83,7,25
3100,Kunal Yadav,70.0,91.14,17,7
3101,Kavita Verma,45.0,79.94,15,14
3102,Simran Gupta,,89.1,11,29
3103,Ankit Patel,95.0,68.84,2,23
3104,Sahil Yadav,51.0,94.84,19,30
3105,Aman Singh,64.0,56.17,6,7
3106,Akash Gupta,72.0,79.95,5,12
3107,Akash Yadav,94.0,67.29,18,1
3108,Ritika Patel,61.0,94.21,14,18
3109,Nobita Gupta,47.0,80.49,10,7
3110,Kunal Yadav,,91.84,2,4
3111,Raj Singh,78.0,67.24,10,14
3112,Sneha Yadav,79.0,89.02,6,5
3113,Aman Sharma,88.0,85.79,16,13
3114,Kavita Sharma,51.0,61.08,12,2
3115,Meena Gupta,42.0,81.69,20,19
3116,Sahil Verma,92.0,64.42,7,19
3117,Shichan Verma,88.0,76.55,10,11
3118,Kunal Patel,45.0,59.38,1,16
3119,Prince Patel,91.0,98.0,1,21
3120,Vivek Yadav,97.0,82.01,17,18
3121,Priya Sharma,,52.58,18,29
3122,Simran Sharma,41.0,91.56,14,21
3123,Meena Singh,54.0,57.79,16,11
3124,Rahul Singh,82.0,66.27,15,14
3125,Priya Patel,83.0,71.07,13,27
3126,Rohit Yadav,55.0,58.16,6,12
3127,Aditya Patel,70.0,66.92,3,23
3128,Simran Gupta,60.0,91.78,7,24
3129,Rohit Singh,55.0,78.48,1,24
3130,Kunal Singh,84.0,92.11,7,18
3131,Aditya Verma,92.0,66.33,11,0
3132,Nobita Sharma,85.0,83.78,0,2
3133,Rohit Patel,45.0,83.35,1,29
3134,Aman Sharma,,91.12,0,22
3135,Aditya Sharma,50.0,78.4,0,22
3136,Nobita Verma,99.0,65.19,0,9
3137,Vivek Verma,75.0,76.26,15,27
3138,Sneha Gupta,98.0,71.22,1,13
3139,Ankit Patel,57.0,66.83,13,0
3140,Meena Verma,76.0,84.26,17,11
3141,Kavita Singh,89.0,80.44,9,10
3142,Kunal Verma,56.0,86.39,11,2
3143,Anjali Singh,58.0,53.06,14,13
3144,Kavita Patel,92.0,72.02,0,9
3145,Sneha Gupta,83.0,77.07,17,3
3146,Anjali Patel,65.0,82.11,17,28
3147,Priya Singh,44.0,51.1,5,28
3148,Aman Patel,81.0,76.08,14,27
3149,Karan Gupta,51.0,83.08,11,27
3150,Lalit Sharma,90.0,58.91,4,17
3151,Anjali Singh,49.0,81.04,9,6
3152,Kunal Verma,54.0,51.25,9,27
3153,Ritika Verma,98.0,54.59,3,16
3154,Aditya Patel,55.0,72.1,3,27
3155,Lalit Gupta,60.0,61.02,3,1
3156,Harsh Gupta,78.0,50.21,17,2
3157,Aman Gupta,45.0,65.77,20,15
3158,Prince Verma,48.0,76.62,9,12
3159,Kunal Patel,48.0,80.12,17,4
3160,Lalit Singh,73.0,69.91,8,18
3161,Priya Patel,57.0,82.82,18,2
3162,Simran Verma,61.0,76.09,8,12
3163,Raj Singh,94.0,53.84,11,0
3164,Shichan Yadav,44.0,89.08,8,18
3165,Shichan Verma,62.0,50.61,13,5
3166,Sartak Verma,72.0,55.38,16,26
3167,Rahul Verma,85.0,83.95,12,29
3168,Krishna Patel,77.0,97.5,3,10
3169,Meena Gupta,46.0,88.55,18,20
3170,Krishna Yadav,54.0,56.35,10,4
3171,Raj Sharma,64.0,59.75,19,5
3172,Ankit Patel,100.0,93.89,17,1
3173,Priya Gupta,85.0,64.45,18,24
3174,Kunal Yadav,52.0,70.14,11,7
3175,Vivek Verma,59.0,59.11,9,20
3176,Ankit Singh,42.0,66.96,20,0
3177,Simran Singh,,57.77,0,3
3178,Meena Patel,71.0,96.99,10,10
3179,Meena Patel,,97.59,11,29
3180,Ankit Verma,63.0,57.91,13,18
3181,Harsh Patel,,86.58,13,5
3182,Rahul Yadav,86.0,89.7,17,3
3183,Ankit Sharma,59.0,73.79,12,4
3184,Simran Gupta,43.0,94.07,2,0
3185,Ankit Yadav,69.0,83.3,11,28
3186,Aman Patel,91.0,99.57,3,2
3187,Sartak Sharma,99.0,99.11,8,5
3188,Sahil Gupta,72.0,54.67,13,3
3189,Raj Patel,51.0,56.55,15,8
3190,Krishna Gupta,89.0,65.01,6,12
3191,Anjali Sharma,64.0,58.93,2,0
3192,Karan Singh,56.0,94.33,2,12
3193,Shichan Sharma,65.0,53.7,17,8
3194,Aditya Verma,,81.55,11,9
3195,Karan Patel,89.0,79.24,20,4
3196,Nobita Sharma,,92.29,1,3
3197,Sartak Sharma,53.0,64.54,12,22
3198,Kunal Patel,48.0,82.26,8,19
3199,Vivek Gupta,79.0,56.52,9,11
3200,Simran Gupta,100.0,61.93,13,17
3201,Vivek Gupta,75.0,59.91,17,14
3202,Aditya Yadav,52.0,99.14,15,27
3203,Sneha Verma,81.0,61.37,20,2
3204,Harsh Sharma,85.0,54.24,7,6
3205,Karan Yadav,70.0,94.42,11,27
3206,Prince Sharma,47.0,58.33,16,23
3207,Karan Sharma,58.0,82.03,18,23
3208,Rohit Singh,95.0,99.12,18,18
3209,Kunal Sharma,69.0,85.37,17,27
3210,Lalit Yadav,88.0,57.91,18,7
3211,Meena Yadav,51.0,64.89,20,25
3212,Meena Patel,,67.5,20,29
3213,Aman Gupta,43.0,96.54,1,6
3214,Raj Patel,80.0,94.13,11,18
3215,Lalit Verma,60.0,75.67,0,7
3216,Shichan Yadav,86.0,90.63,15,8
3217,Shichan Yadav,68.0,98.19,3,16
3218,Aman Yadav,42.0,84.39,3,10
3219,Meena Patel,,80.73,20,9
3220,Lalit Verma,99.0,88.14,3,8
3221,Rahul Verma,76.0,65.77,20,2
3222,Sartak Yadav,89.0,66.34,11,5
3223,Anjali Patel,58.0,96.93,1,30
3224,Sahil Sharma,45.0,73.1,10,0
3225,Sahil Singh,40.0,86.73,6,17
3226,Shichan Singh,58.0,85.96,2,10
3227,Meena Singh,78.0,78.99,8,5
3228,Ankit Yadav,85.0,84.42,9,18
3229,Sahil Sharma,51.0,56.03,16,14
3230,Ritika Yadav,69.0,87.57,18,27
3231,Lalit Patel,65.0,88.14,6,29
3232,Karan Sharma,68.0,83.21,14,3
3233,Kavita Gupta,99.0,57.38,11,23
3234,Simran Verma,79.0,94.47,1,17
3235,Vivek Sharma,74.0,72.87,15,5
3236,Prince Verma,74.0,53.05,19,20
3237,Rohit Gupta,79.0,73.9,15,17
3238,Meena Singh,48.0,56.97,16,12
3239,Priya Verma,42.0,70.24,15,28
3240,Anjali Patel,62.0,76.34,1,1
3241,Sneha Verma,97.0,62.45,10,26
3242,Sartak Yadav,64.0,78.01,1,28
3243,Simran Patel,69.0,74.12,6,5
3244,Rahul Verma,,90.84,8,30
3245,Krishna Singh,94.0,90.59,7,1
3246,Aman Gupta,68.0,50.69,10,22
3247,Kunal Verma,78.0,66.31,1,3
3248,Ankit Patel,99.0,52.09,2,27
3249,Rohit Sharma,42.0,51.33,6,2
3250,Harsh Sharma,55.0,87.49,13,25
3251,Raj Sharma,77.0,66.65,14,1
3252,Shichan Verma,87.0,64.49,0,1
3253,Nobita Sharma,78.0,98.41,10,1
3254,Vivek Patel,53.0,89.49,4,30
3255,Kavita Patel,78.0,68.79,7,27
3256,Lalit Patel,74.0,82.29,7,23
3257,Nobita Sharma,97.0,63.94,6,6
3258,Sartak Verma,90.0,93.43,20,3
3259,Sahil Patel,,64.17,15,3
3260,Rahul Singh,52.0,73.15,20,1
3261,Prince Singh,83.0,73.33,15,17
3262,Raj Gupta,81.0,59.34,17,17
3263,Rohit Yadav,100.0,74.91,15,17
3264,Aditya Singh,81.0,87.51,5,0
3265,Raj Yadav,50.0,93.23,2,5
3266,Simran Gupta,72.0,80.96,10,8
3267,Lalit Yadav,99.0,89.82,19,1
3268,Akash Patel,45.0,86.16,8,19
3269,Harsh Patel,82.0,72.44,5,10
3270,Priya Sharma,76.0,87.65,13,9
3271,Harsh Patel,52.0,84.99,20,2
3272,Ritika Yadav,83.0,99.0,1,29
3273,Raj Verma,45.0,52.05,12,14
3274,Ritika Yadav,57.0,94.44,1,22
3275,Nobita Gupta,100.0,87.57,20,10
3276,Krishna Sharma,90.0,71.18,6,30
3277,Krishna Patel,44.0,88.17,2,2
3278,Raj Singh,59.0,84.39,8,5
3279,Sneha Singh,68.0,61.4,14,25
3280,Raj Sharma,,90.61,1,26
3281,Rohit Singh,47.0,52.75,7,28
3282,Prince Patel,83.0,81.64,3,6
3283,Prince Sharma,83.0,51.52,20,22
3284,Raj Verma,92.0,72.52,14,8
3285,Karan Sharma,80.0,66.3,3,20
3286,Harsh Verma,68.0,77.85,17,3
3287,Meena Yadav,43.0,95.44,12,11
3288,Karan Yadav,45.0,55.19,9,13
3289,Priya Yadav,58.0,74.97,3,20
3290,Simran Sharma,74.0,55.05,0,27
3291,Simran Verma,53.0,64.11,0,21
3292,Priya Sharma,78.0,84.25,19,30
3293,Ankit Verma,93.0,65.22,3,14
3294,Vivek Sharma,,65.17,19,13
3295,Krishna Verma,62.0,86.88,1,8
3296,Priya Yadav,95.0,67.24,13,10
3297,Raj Singh,77.0,73.54,15,26
3298,Ritika Singh,70.0,65.34,3,26
3299,Vivek Yadav,,77.51,1,15
3300,Meena Gupta,84.0,58.83,4,12
3301,Raj Patel,48.0,66.56,5,3
3302,Simran Gupta,90.0,59.04,3,7
3303,Kunal Singh,46.0,87.31,3,8
3304,Priya Yadav,,58.77,3,11
3305,Harsh Patel,58.0,77.86,0,28
3306,Ritika Singh,43.0,99.16,0,4
3307,Simran Patel,85.0,80.76,12,20
3308,Lalit Yadav,98.0,96.06,1,1
3309,Shichan Gupta,94.0,55.07,18,7
3310,Krishna Verma,96.0,94.33,11,16
3311,Aman Singh,40.0,65.87,16,9
3312,Lalit Gupta,79.0,63.37,11,23
3313,Shichan Verma,96.0,87.26,3,29
3314,Lalit Gupta,56.0,96.2,2,7
3315,Kavita Patel,40.0,92.27,0,18
3316,Rahul Verma,68.0,62.17,8,18
3317,Akash Gupta,77.0,50.14,15,4
3318,Sahil Sharma,47.0,63.39,6,10
3319,Akash Singh,63.0,90.55,14,19
3320,Nobita Sharma,56.0,90.34,11,8
3321,Shichan Gupta,,60.44,9,0
3322,Simran Patel,,73.49,1,7
3323,Aditya Patel,51.0,87.85,4,17
3324,Prince Gupta,59.0,63.27,11,24
3325,Akash Patel,98.0,82.36,5,21
3326,Rahul Gupta,49.0,67.78,10,17
3327,Sartak Verma,68.0,76.45,5,15
3328,Kavita Sharma,93.0,87.73,17,6
3329,Harsh Patel,100.0,55.92,4,13
3330,Meena Sharma,61.0,56.77,20,13
3331,Sneha Patel,64.0,74.55,1,26
3332,Meena Verma,,91.4,3,17
3333,Kunal Sharma,81.0,51.97,8,14
3334,Sahil Yadav,43.0,71.05,9,22
3335,Prince Sharma,,89.98,12,8
3336,Kunal Sharma,56.0,70.05,14,27
3337,Ankit Gupta,47.0,52.04,6,21
3338,Aditya Singh,74.0,69.51,2,13
3339,Lalit Sharma,56.0,85.26,16,13
3340,Ritika Patel,91.0,68.73,16,1
3341,Raj Yadav,55.0,92.88,10,14
3342,Rohit Yadav,60.0,85.15,16,4
3343,Sartak Gupta,85.0,88.36,3,18
3344,Shichan Singh,,55.27,13,26
3345,Priya Verma,64.0,87.67,4,15
3346,Krishna Sharma,56.0,97.77,11,6
3347,Sartak Verma,,74.49,18,18
3348,Simran Yadav,98.0,58.88,0,27
3349,Kavita Yadav,52.0,76.73,16,14
3350,Harsh Yadav,95.0,94.18,11,26
3351,Lalit Gupta,49.0,53.44,14,19
3352,Raj Sharma,46.0,59.36,13,20
3353,Raj Patel,45.0,85.21,19,29
3354,Raj Singh,56.0,61.57,19,18
3355,Priya Sharma,84.0,79.71,11,29
3356,Prince Sharma,71.0,67.3,3,26
3357,Simran Verma,99.0,66.27,2,2
3358,Priya Sharma,61.0,88.09,6,0
3359,Sneha Gupta,42.0,69.15,3,28
3360,Akash Verma,58.0,98.26,8,29
3361,Prince Sharma,90.0,85.58,14,30
3362,Anjali Verma,53.0,65.67,16,14
3363,Nobita Gupta,79.0,78.25,19,7
3364,Karan Sharma,46.0,76.63,10,15
3365,Simran Gupta,,88.68,7,24
3366,Harsh Patel,62.0,76.49,14,17
3367,Kunal Patel,85.0,90.22,13,14
3368,Vivek Yadav,97.0,70.78,14,27
3369,Raj Singh,79.0,87.53,10,17
3370,Meena Singh,59.0,51.79,11,23
3371,Ritika Verma,78.0,99.89,7,26
3372,Aman Patel,67.0,52.5,9,24
3373,Raj Gupta,50.0,81.75,20,9
3374,Rahul Gupta,84.0,77.36,11,1
3375,Ankit Gupta,99.0,68.83,2,17
3376,Aman Verma,97.0,72.35,20,3
3377,Harsh Yadav,45.0,69.37,12,25
3378,Kavita Sharma,83.0,66.51,12,27
3379,Meena Yadav,,72.78,6,29
3380,Sneha Gupta,65.0,85.86,19,28
3381,Rohit Yadav,91.0,88.69,11,24
3382,Raj Sharma,89.0,77.59,13,10
3383,Krishna Singh,45.0,78.17,12,24
3384,Sneha Sharma,69.0,58.18,15,24
3385,Ankit Patel,46.0,74.83,15,11
3386,Sartak Gupta,49.0,55.79,15,26
3387,Shichan Yadav,68.0,50.28,8,28
3388,Rohit Singh,64.0,52.53,9,2
3389,Kunal Patel,96.0,93.65,14,16
3390,Kavita Sharma,42.0,92.49,20,27
3391,Raj Singh,78.0,92.03,12,7
3392,Nobita Gupta,51.0,66.47,14,23
3393,Ankit Patel,98.0,93.82,19,6
3394,Aditya Singh,80.0,70.32,14,19
3395,Shichan Verma,52.0,70.11,17,4
3396,Ritika Yadav,96.0,53.68,13,29
3397,Aman Yadav,53.0,61.34,5,12
3398,Rohit Patel,73.0,68.7,8,28
3399,Ritika Gupta,44.0,67.66,5,20
3400,Raj Yadav,94.0,97.87,13,25
3401,Sartak Patel,67.0,81.31,3,21
3402,Karan Verma,80.0,99.98,8,22
3403,Shichan Verma,83.0,69.39,6,25
3404,Raj Verma,78.0,83.89,18,27
3405,Shichan Patel,94.0,78.66,19,1
3406,Krishna Singh,64.0,77.03,12,30
3407,Priya Patel,98.0,55.32,1,0
3408,Aditya Singh,74.0,61.88,9,10
3409,Raj Patel,96.0,71.46,3,8
3410,Simran Gupta,99.0,75.68,7,17
3411,Meena Singh,82.0,89.8,20,7
3412,Aditya Sharma,72.0,83.43,19,20
3413,Shichan Singh,67.0,67.61,18,16
3414,Simran Singh,92.0,68.44,14,7
3415,Simran Yadav,95.0,74.14,13,1
3416,Aditya Gupta,100.0,80.2,7,7
3417,Raj Verma,48.0,83.61,5,4
3418,Rahul Verma,77.0,53.67,12,8
3419,Kavita Patel,,98.66,15,19
3420,Shichan Yadav,59.0,97.66,11,8
3421,Ritika Sharma,52.0,63.4,8,14
3422,Simran Sharma,95.0,81.15,15,29
3423,Ritika Gupta,43.0,67.22,2,29
3424,Sneha Sharma,70.0,98.84,5,5
3425,Akash Gupta,60.0,79.61,6,22
3426,Nobita Verma,74.0,85.74,4,29
3427,Shichan Verma,99.0,89.52,9,2
3428,Krishna Patel,96.0,93.69,0,13
3429,Ritika Singh,96.0,63.48,15,0
3430,Aman Singh,48.0,99.84,15,23
3431,Prince Sharma,61.0,66.1,2,14
3432,Raj Patel,56.0,60.77,1,28
3433,Rohit Patel,63.0,85.91,18,10
3434,Lalit Yadav,81.0,86.48,5,6
3435,Akash Singh,78.0,62.26,8,20
3436,Kavita Gupta,88.0,60.11,17,3
3437,Nobita Yadav,67.0,68.95,6,5
3438,Kavita Gupta,48.0,56.61,20,9
3439,Aditya Verma,69.0,75.56,19,3
3440,Akash Verma,59.0,96.07,12,3
3441,Nobita Singh,42.0,94.04,16,22
3442,Raj Patel,95.0,87.74,19,12
3443,Rahul Patel,79.0,81.19,8,12
3444,Akash Yadav,40.0,83.58,17,17
3445,Priya Gupta,67.0,90.69,19,19
3446,Sahil Singh,86.0,76.01,13,3
3447,Aditya Singh,70.0,57.57,19,19
3448,Krishna Gupta,46.0,74.46,17,29
3449,Sneha Yadav,68.0,83.88,13,17
3450,Rahul Patel,65.0,74.55,11,7
3451,Kunal Yadav,56.0,96.12,20,28
3452,Sartak Singh,47.0,97.74,0,22
3453,Rohit Verma,52.0,67.3,16,22
3454,Prince Singh,72.0,50.88,9,13
3455,Ankit Gupta,80.0,92.4,14,22
3456,Kunal Singh,63.0,74.02,20,7
3457,Harsh Patel,,80.84,2,20
3458,Anjali Singh,99.0,60.69,12,20
3459,Akash Singh,100.0,61.43,0,6
3460,Aditya Patel,90.0,71.77,0,6
3461,Meena Gupta,64.0,93.88,0,8
3462,Krishna Singh,50.0,51.5,12,8
3463,Krishna Gupta,98.0,97.8,16,5
3464,Sahil Singh,61.0,79.72,5,20
3465,Sartak Gupta,49.0,66.83,4,27
3466,Ritika Gupta,58.0,68.08,1,5
3467,Kunal Yadav,69.0,99.8,16,19
3468,Krishna Patel,62.0,74.19,17,6
3469,Karan Patel,65.0,53.35,6,28
3470,Rohit Patel,65.0,61.78,19,0
3471,Kavita Patel,64.0,67.3,9,13
3472,Rohit Yadav,63.0,64.37,11,9
3473,Anjali Verma,78.0,63.57,14,11
3474,Sneha Patel,,88.09,4,30
3475,Simran Patel,40.0,70.92,4,5
3476,Kunal Sharma,46.0,62.04,14,22
3477,Rohit Sharma,95.0,80.89,12,6
3478,Sneha Verma,80.0,65.52,2,7
3479,Raj Yadav,87.0,61.38,4,26
3480,Kunal Sharma,87.0,81.79,10,15
3481,Akash Singh,89.0,62.67,17,30
3482,Sartak Patel,93.0,78.79,5,16
3483,Rahul Sharma,78.0,86.74,15,1
3484,Meena Patel,50.0,70.8,20,30
3485,Vivek Sharma,80.0,53.15,6,10
3486,Nobita Verma,73.0,71.87,0,26
3487,Anjali Yadav,89.0,71.51,14,24
3488,Karan Patel,61.0,66.77,7,6
3489,Sneha Gupta,98.0,73.94,6,25
3490,Anjali Yadav,79.0,86.52,2,23
3491,Harsh Yadav,70.0,87.62,18,4
3492,Kunal Verma,47.0,81.44,8,9
3493,Akash Sharma,54.0,81.5,6,2
3494,Ritika Yadav,81.0,87.61,10,12
3495,Rohit Sharma,95.0,88.08,6,11
3496,Priya Patel,61.0,50.33,1,30
3497,Rahul Gupta,,63.79,11,18
3498,Simran Sharma,76.0,57.85,5,1
3499,Karan Singh,69.0,66.19,5,30
3500,Sartak Yadav,79.0,83.29,19,5
3501,Vivek Patel,97.0,90.6,20,16
3502,Priya Patel,83.0,77.47,5,27
3503,Vivek Singh,54.0,73.04,12,11
3504,Sartak Sharma,69.0,74.46,9,14
3505,Ritika Yadav,94.0,60.84,5,20
3506,Sartak Singh,91.0,55.0,14,22
3507,Sahil Verma,42.0,70.04,6,0
3508,Meena Verma,95.0,92.77,14,24
3509,Ritika Patel,96.0,58.55,8,27
3510,Raj Gupta,82.0,67.17,15,20
3511,Sahil Singh,91.0,99.02,5,27
3512,Akash Verma,74.0,50.04,20,28
3513,Simran Gupta,44.0,91.74,11,21
3514,Rohit Yadav,63.0,97.02,20,8
3515,Nobita Sharma,44.0,84.95,1,14
3516,Anjali Gupta,52.0,62.23,2,14
3517,Aman Verma,60.0,97.94,7,11
3518,Anjali Verma,46.0,72.54,7,4
3519,Rahul Singh,83.0,64.46,11,4
3520,Rohit Gupta,59.0,50.49,17,11
3521,Krishna Singh,52.0,64.53,6,6
3522,Sneha Gupta,49.0,93.69,13,22
3523,Nobita Sharma,60.0,95.65,11,17
3524,Kavita Patel,56.0,99.81,20,28
3525,Aman Gupta,91.0,57.94,8,10
3526,Ritika Singh,64.0,78.91,3,28
3527,Aman Sharma,50.0,59.21,11,0
3528,Harsh Yadav,68.0,51.32,12,10
3529,Kavita Verma,64.0,65.59,12,8
3530,Harsh Yadav,54.0,79.98,7,14
3531,Meena Patel,44.0,74.06,20,16
3532,Sartak Singh,44.0,58.87,9,19
3533,Meena Gupta,99.0,50.89,11,25
3534,Aditya Verma,75.0,67.65,20,0
3535,Prince Verma,52.0,59.69,9,3
3536,Priya Singh,80.0,72.17,3,12
3537,Ankit Gupta,47.0,90.79,14,30
3538,Ankit Yadav,92.0,66.2,10,17
3539,Kunal Patel,66.0,93.21,4,6
3540,Akash Singh,88.0,93.76,20,20
3541,Sahil Gupta,,88.88,12,25
3542,Kavita Singh,88.0,60.25,15,1
3543,Rahul Sharma,91.0,83.98,15,25
3544,Rahul Gupta,75.0,54.2,18,16
3545,Aditya Singh,44.0,74.11,2,15
3546,Simran Verma,48.0,85.77,6,1
3547,Akash Yadav,46.0,64.21,18,11
3548,Shichan Gupta,49.0,73.44,4,23
3549,Sneha Singh,42.0,64.28,2,24
3550,Sahil Verma,87.0,93.67,2,10
3551,Aman Sharma,94.0,69.42,0,23
3552,Kunal Singh,47.0,98.76,20,14
3553,Nobita Singh,69.0,94.81,3,9
3554,Simran Gupta,72.0,56.96,6,8
3555,Shichan Singh,55.0,67.38,18,9
3556,Krishna Gupta,54.0,70.1,0,9
3557,Lalit Verma,75.0,73.27,18,27
3558,Kavita Singh,45.0,78.51,13,18
3559,Sartak Verma,50.0,85.06,4,30
3560,Sahil Gupta,46.0,60.56,4,5
3561,Karan Yadav,,51.29,17,26
3562,Harsh Yadav,44.0,96.81,10,26
3563,Prince Yadav,46.0,69.48,13,21
3564,Lalit Verma,50.0,62.09,12,18
3565,Shichan Singh,73.0,62.25,18,23
3566,Meena Patel,81.0,51.18,20,22
3567,Aman Yadav,67.0,66.85,8,28
3568,Shichan Singh,,79.86,13,5
3569,Karan Singh,61.0,63.1,8,24
3570,Aman Singh,57.0,86.89,17,18
3571,Ritika Verma,88.0,83.71,0,1
3572,Harsh Yadav,46.0,79.99,16,26
3573,Sneha Gupta,56.0,98.8,20,20
3574,Vivek Yadav,50.0,84.62,20,5
3575,Shichan Patel,49.0,57.73,13,7
3576,Krishna Gupta,94.0,60.94,12,24
3577,Sartak Verma,98.0,80.44,20,20
3578,Rohit Patel,,62.9,1,23
3579,Krishna Sharma,81.0,81.05,17,18
3580,Sahil Patel,83.0,90.93,8,23
3581,Sneha Patel,65.0,71.0,18,1
3582,Simran Patel,82.0,53.19,6,10
3583,Ankit Gupta,79.0,93.22,16,7
3584,Ritika Verma,,64.95,20,21
3585,Shichan Singh,53.0,90.92,19,30
3586,Priya Verma,82.0,98.13,14,8
3587,Kunal Patel,59.0,70.27,3,2
3588,Priya Patel,47.0,68.89,4,3
3589,Vivek Singh,60.0,96.66,1,2
3590,Karan Gupta,90.0,79.8,12,24
3591,Krishna Verma,62.0,76.13,11,25
3592,Ankit Singh,68.0,89.75,20,3
3593,Kavita Sharma,44.0,78.03,3,14
3594,Krishna Gupta,65.0,86.23,0,25
3595,Kunal Singh,98.0,71.19,0,9
3596,Kunal Gupta,48.0,86.26,19,20
3597,Rahul Yadav,91.0,68.94,14,9
3598,Karan Verma,44.0,91.1,8,20
3599,Sartak Verma,63.0,98.46,19,10
3600,Krishna Singh,71.0,74.82,5,25
3601,Harsh Yadav,63.0,52.28,1,7
3602,Krishna Sharma,57.0,65.11,10,22
3603,Anjali Yadav,76.0,56.36,3,1
3604,Aditya Gupta,52.0,53.54,0,20
3605,Sahil Sharma,84.0,63.17,3,10
3606,Meena Gupta,67.0,97.58,17,15
3607,Meena Singh,63.0,91.19,4,28
3608,Harsh Sharma,55.0,56.52,4,1
3609,Ankit Singh,90.0,62.11,9,2
3610,Kunal Gupta,45.0,63.42,10,8
3611,Aman Patel,58.0,88.26,15,10
3612,Karan Singh,84.0,93.12,10,15
3613,Akash Patel,93.0,74.71,4,13
3614,Ritika Singh,72.0,73.92,15,4
3615,Simran Singh,83.0,76.84,4,26
3616,Priya Verma,79.0,55.17,8,10
3617,Krishna Sharma,89.0,71.39,5,20
3618,Sneha Yadav,58.0,62.48,18,20
3619,Kunal Gupta,66.0,79.09,7,11
3620,Harsh Gupta,89.0,95.41,4,17
3621,Meena Verma,100.0,98.0,3,18
3622,Priya Gupta,55.0,60.51,14,30
3623,Akash Patel,96.0,65.11,2,27
3624,Sahil Singh,61.0,52.33,0,5
3625,Meena Gupta,91.0,93.94,4,30
3626,Krishna Gupta,76.0,51.23,4,9
3627,Meena Yadav,65.0,90.98,9,1
3628,Prince Patel,92.0,54.97,8,2
3629,Kunal Sharma,59.0,94.27,0,12
3630,Simran Patel,82.0,50.29,11,13
3631,Sartak Patel,56.0,85.86,14,29
3632,Aditya Verma,57.0,91.97,1,30
3633,Vivek Patel,68.0,88.61,14,28
3634,Anjali Verma,43.0,89.17,6,2
3635,Ankit Yadav,,71.16,0,15
3636,Meena Verma,,76.06,19,11
3637,Raj Singh,43.0,67.97,11,5
3638,Akash Verma,56.0,83.6,6,1
3639,Vivek Gupta,76.0,70.19,11,21
3640,Kavita Yadav,95.0,81.72,0,2
3641,Krishna Verma,63.0,75.07,15,1
3642,Sneha Verma,73.0,59.96,10,8
3643,Kavita Verma,72.0,56.08,20,12
3644,Sartak Singh,44.0,59.16,9,21
3645,Ankit Verma,41.0,60.3,20,8
3646,Sahil Singh,43.0,68.54,8,15
3647,Kunal Verma,43.0,62.67,17,6
3648,Meena Gupta,68.0,89.3,20,8
3649,Aman Patel,96.0,97.31,12,7
3650,Sahil Verma,64.0,58.33,18,3
3651,Shichan Singh,68.0,93.52,9,17
3652,Lalit Verma,,97.15,8,22
3653,Priya Patel,,59.64,14,16
3654,Rohit Sharma,,83.47,12,25
3655,Simran Sharma,46.0,65.46,16,14
3656,Kavita Yadav,,98.68,13,6
3657,Nobita Gupta,74.0,79.76,14,29
3658,Nobita Yadav,79.0,81.62,3,17
3659,Vivek Patel,100.0,72.59,0,3
3660,Akash Yadav,64.0,80.34,3,5
3661,Anjali Patel,74.0,51.54,2,25
3662,Sneha Yadav,91.0,62.09,3,0
3663,Akash Singh,56.0,51.63,14,8
3664,Sartak Gupta,76.0,58.98,14,14
3665,Ankit Yadav,49.0,98.82,20,17
3666,Aman Patel,47.0,96.06,0,3
3667,Aditya Patel,93.0,54.84,10,7
3668,Sneha Verma,92.0,60.6,6,13
3669,Akash Patel,63.0,89.9,20,4
3670,Simran Patel,49.0,90.58,13,18
3671,Sneha Singh,74.0,62.03,9,30
3672,Prince Yadav,67.0,53.89,7,7
3673,Akash Patel,,55.13,16,2
3674,Kavita Sharma,92.0,74.35,13,20
3675,Sneha Singh,56.0,86.73,1,13
3676,Kunal Sharma,93.0,65.42,9,16
3677,Aditya Sharma,64.0,73.02,8,16
3678,Akash Patel,51.0,71.79,6,0
3679,Krishna Sharma,79.0,78.11,12,9
3680,Rohit Verma,42.0,78.21,3,27
3681,Krishna Singh,,83.48,10,4
3682,Ritika Yadav,59.0,59.03,17,2
3683,Sneha Singh,51.0,89.08,11,5
3684,Priya Yadav,40.0,73.34,20,22
3685,Ritika Patel,100.0,78.34,0,21
3686,Aman Verma,47.0,90.51,3,7
3687,Nobita Singh,97.0,76.22,17,3
3688,Meena Singh,95.0,69.65,17,21
