Roll_No,Name,Result
4742,Nobita Patel,67.0
4743,Raj Singh,77.0
4744,Prince Sharma,78.0
4745,Anjali Yadav,56.0
4746,Raj Yadav,61.0
4747,Rahul Patel,72.0
4748,Kunal Verma,58.0
4749,Ritika Gupta,45.0
4750,Harsh Gupta,54.0
4751,Kunal Singh,
4752,Nobita Gupta,49.0
4753,Harsh Sharma,55.0
4754,Vivek Gupta,50.0
4755,Harsh Sharma,40.0
4756,Aman Gupta,47.0
4757,Anjali Patel,97.0
4758,Nobita Yadav,65.0
4759,Akash Patel,
4760,Sneha Yadav,86.0
4761,Aman Singh,72.0
4762,Anjali Verma,72.0
4763,Vivek Gupta,40.0
4764,Kavita Sharma,82.0
4765,Karan Singh,50.0
4766,Rahul Gupta,76.0
4767,Sartak Singh,91.0
4768,Anjali Patel,98.0
4769,Karan Sharma,84.0
4770,Priya Yadav,
4771,Aman Gupta,67.0
4772,Kavita Patel,65.0
4773,Akash Sharma,52.0
4774,Nobita Verma,87.0
4775,Harsh Verma,
4776,Rahul Sharma,55.0
4777,Aditya Sharma,60.0
4778,Priya Sharma,71.0
4779,Priya Patel,73.0
4780,Ankit Gupta,55.0
4781,Karan Patel,
4782,Simran Sharma,50.0
4783,Raj Yadav,45.0
4784,Nobita Patel,42.0
4785,Anjali Patel,62.0
4786,Ankit Verma,98.0
4787,Karan Sharma,54.0
4788,Aditya Gupta,
4789,Sartak Verma,67.0
4790,Akash Patel,51.0
4791,Rohit Yadav,44.0
4792,Kunal Patel,89.0
4793,Kunal Yadav,52.0
4794,Raj Verma,64.0
4795,Shichan Yadav,89.0
4796,Akash Gupta,50.0
4797,Lalit Gupta,77.0
4798,Sahil Gupta,100.0
4799,Lalit Singh,98.0
4800,Vivek Yadav,69.0
4801,Sneha Gupta,43.0
4802,Aman Sharma,48.0
4803,Nobita Yadav,68.0
4804,Ankit Singh,54.0
4805,Raj Verma,96.0
4806,Akash Yadav,44.0
4807,Sartak Singh,87.0
4808,Aman Singh,55.0
4809,Krishna Patel,66.0
4810,Shichan Patel,40.0
4811,Akash Singh,80.0
4812,Nobita Gupta,85.0
4813,Sneha Gupta,67.0
4814,Ritika Yadav,42.0
4815,Meena Sharma,63.0
4816,Simran Singh,100.0
4817,Priya Sharma,53.0
4818,Akash Gupta,94.0
4819,Ritika Gupta,60.0
4820,Anjali Gupta,88.0
4821,Ankit Patel,75.0
4822,Meena Yadav,63.0
4823,Meena Gupta,96.0
4824,Harsh Gupta,55.0
4825,Prince Yadav,
4826,Sneha Gupta,95.0
4827,Simran Yadav,72.0
4828,Rahul Singh,62.0
4829,Ankit Singh,59.0
4830,Aman Verma,59.0
4831,Raj Singh,99.0
4832,Aman Singh,59.0
4833,Karan Yadav,96.0
4834,Kavita Yadav,82.0
4835,Harsh Sharma,86.0
4836,Kavita Patel,100.0
4837,Shichan Yadav,64.0
4838,Harsh Sharma,49.0
4839,Raj Sharma,71.0
4840,Kavita Singh,69.0
4841,Kunal Sharma,95.0
4842,Meena Yadav,75.0
4843,Rahul Singh,72.0
4844,Kavita Yadav,68.0
4845,Raj Singh,46.0
4846,Akash Patel,88.0
4847,Vivek Gupta,92.0
4848,Krishna Yadav,
4849,Kavita Singh,73.0
4850,Ritika Gupta,85.0
4851,Vivek Gupta,50.0
4852,Shichan Gupta,62.0
4853,Kavita Verma,63.0
4854,Lalit Patel,56.0
4855,Simran Yadav,
4856,Karan Sharma,75.0
4857,Lalit Yadav,78.0
4858,Priya Singh,44.0
4859,Vivek Verma,
4860,Sneha Sharma,75.0
4861,Simran Yadav,41.0
4862,Sahil Singh,57.0
4863,Aditya Verma,99.0
4864,Akash Verma,59.0
4865,Vivek Gupta,74.0
4866,Kavita Verma,72.0
4867,Raj Yadav,78.0
4868,Nobita Singh,83.0
4869,Sartak Yadav,75.0
4870,Karan Verma,50.0
4871,Harsh Yadav,69.0
4872,Rahul Sharma,47.0
4873,Aditya Sharma,70.0
4874,Sneha Verma,60.0
4875,Sartak Singh,75.0
4876,Anjali Yadav,
4877,Kavita Gupta,41.0
4878,Rahul Yadav,72.0
4879,Simran Sharma,43.0
4880,Meena Verma,
4881,Harsh Patel,57.0
4882,Aditya Yadav,87.0
4883,Priya Sharma,86.0
4884,Priya Gupta,
4885,Rahul Gupta,100.0
4886,Ritika Sharma,64.0
4887,Raj Sharma,83.0
4888,Akash Gupta,85.0
4889,Simran Gupta,50.0
4890,Simran Yadav,40.0
4891,Aman Singh,72.0
4892,Kavita Singh,72.0
4893,Krishna Sharma,95.0
4894,Ankit Patel,94.0
4895,Simran Sharma,40.0
4896,Akash Sharma,53.0
4897,Akash Gupta,58.0
4898,Sahil Yadav,44.0
4899,Priya Patel,97.0
4900,Aman Singh,70.0
4901,Prince Singh,53.0
4902,Harsh Gupta,98.0
4903,Sartak Gupta,54.0
4904,Sahil Verma,81.0
4905,Krishna Patel,70.0
4906,Sartak Patel,66.0
4907,Lalit Yadav,
4908,Raj Patel,64.0
4909,Kunal Patel,43.0
4910,Kavita Gupta,75.0
4911,Ankit Sharma,54.0
4912,Sahil Sharma,67.0
4913,Aditya Gupta,76.0
4914,Vivek Verma,56.0
4915,Shichan Patel,79.0
4916,Lalit Sharma,48.0
4917,Rahul Sharma,77.0
4918,Krishna Patel,96.0
4919,Sneha Sharma,41.0
4920,Rohit Sharma,98.0
4921,Sartak Singh,85.0
4922,Meena Sharma,62.0
4923,Ritika Verma,54.0
4924,Simran Verma,97.0
4925,Akash Sharma,85.0
4926,Simran Sharma,98.0
4927,Aditya Sharma,85.0
4928,Kavita Sharma,47.0
4929,Sahil Verma,80.0
4930,Kavita Verma,74.0
4931,Kunal Verma,65.0
4932,Anjali Yadav,97.0
4933,Harsh Sharma,79.0
4934,Kavita Patel,85.0
4935,Ankit Patel,
4936,Kunal Gupta,82.0
4937,Shichan Verma,88.0
4938,Sartak Yadav,40.0
4939,Simran Verma,96.0
4940,Raj Verma,42.0
4941,Harsh Singh,84.0
4942,Priya Gupta,61.0
4943,Sahil Patel,85.0
4944,Ritika Patel,86.0
4945,Aditya Singh,42.0
4946,Sneha Gupta,87.0
4947,Simran Sharma,76.0
4948,Prince Patel,79.0
4949,Harsh Patel,71.0
4950,Lalit Sharma,
4951,Shichan Gupta,100.0
4952,Vivek Patel,95.0
4953,Meena Patel,86.0
4954,Sahil Yadav,81.0
4955,Krishna Gupta,97.0
4956,Shichan Singh,
4957,Sartak Gupta,68.0
4958,Nobita Patel,91.0
4959,Kunal Yadav,62.0
4960,Prince Gupta,91.0
4961,Sahil Verma,69.0
4962,Vivek Gupta,91.0
4963,Anjali Singh,41.0
4964,Rahul Verma,41.0
4965,Sartak Yadav,56.0
4966,Ritika Verma,49.0
4967,Karan Gupta,54.0
4968,Rahul Yadav,60.0
4969,Rahul Verma,40.0
4970,Simran Gupta,
4971,Krishna Yadav,70.0
4972,Sneha Verma,44.0
4973,Aditya Sharma,41.0
4974,Karan Singh,71.0
4975,Rohit Sharma,51.0
4976,Krishna Sharma,94.0
4977,Kunal Yadav,98.0
4978,Sartak Patel,68.0
4979,Sartak Yadav,71.0
4980,Lalit Gupta,63.0
4981,Simran Verma,56.0
4982,Ritika Yadav,66.0
4983,Aman Verma,66.0
4984,Ankit Verma,41.0
4985,Nobita Sharma,43.0
4986,Krishna Yadav,64.0
4987,Akash Yadav,40.0
4988,Aditya Gupta,56.0
4989,Karan Sharma,60.0
4990,Vivek Singh,91.0
4991,Ankit Gupta,82.0
4992,Sartak Yadav,87.0
4993,Krishna Singh,83.0
4994,Shichan Gupta,41.0
4995,Sartak Sharma,87.0
4996,Karan Patel,62.0
4997,Akash Singh,74.0
4998,Aditya Sharma,71.0
4999,Ritika Gupta,77.0
5000,Raj Gupta,65.0
